place;country;date
Gdañsk;pl;20180605
Otomin;pl;20180605
Niestêpowo;pl;20180605
Lniska;pl;20180605
Gdañsk;pl;20180606
Czeczewo;pl;20180606
Gdañsk;pl;20180606
Gdañsk;pl;20180607
Otomin;pl;20180607
Niestêpowo;pl;20180607
Lniska;pl;20180607
Gdañsk;pl;20180608
Kamieñ;pl;20180609
Czeczewo;pl;20180609
Sulêczyno;pl;20180610
Czeczewo;pl;20180610
Pêpowo;pl;20180611
Przodkowo;pl;20180611
Gdañsk;pl;20180612
Gdañsk;pl;20180612
Gdañsk;pl;20180613
Gdañsk;pl;20180614
Kwidzyn;pl;20180616
Kwidzyn;pl;20180616
Tczew;pl;20180616
Gdañsk;pl;20180616
Gdynia;pl;20180617
Mechelinki;pl;20180617
Kielno;pl;20180617
Czeczewo;pl;20180617
Gdañsk;pl;20180618
Gdañsk;pl;20180619
Gdañsk;pl;20180619
Gdañsk;pl;20180620
Gdañsk;pl;20180620
Gdañsk;pl;20180621
Gdañsk;pl;20180621
Gdañsk;pl;20180622
Gdañsk;pl;20180622
Kamieñ;pl;20180623
Kielno;pl;20180623
Gdañsk;pl;20180625
Gdañsk;pl;20180625
Gdañsk;pl;20180626
Otomin;pl;20180626
Gdañsk;pl;20180628
Otomin;pl;20180628
Lniska;pl;20180628
Gdynia;pl;20180628
K±tyRybackie;pl;20180628
Sztutowo;pl;20180628
Stegna;pl;20180628
Lniska;pl;20180630
Gdynia;pl;20180701
Gdañsk;pl;20180701
Gdañsk;pl;20180701
Otomin;pl;20180703
Kielno;pl;20180704
Koleczkowo;pl;20180704
Bojano;pl;20180704
Kielno;pl;20180705
Kielno;pl;20180706
Koleczkowo;pl;20180706
Bojano;pl;20180706
Luzino;pl;20180707
Puck;pl;20180708
Osowa;pl;20180709
Gdañsk;pl;20180710
Rumia;pl;20180714
Mechelinki;pl;20180714
Rumia;pl;20180715
Reda;pl;20180715
Puck;pl;20180715
Matarnia;pl;20180720
Jantar;pl;20180721
Rumia;pl;20180722
Reda;pl;20180722
Puck;pl;20180722
W³adys³awowo;pl;20180722
Wejherowo;pl;20180726
Wierzchucino;pl;20180726
Pia¶nica;pl;20180726
Salino;pl;20180726
Lêbork;pl;20180726
Reda;pl;20180728
Krokowa;pl;20180728
Dêbki;pl;20180728
Mikoszewo;pl;20180729
Jantar;pl;20180729
